...1,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus
1167,Not at all a reason,default,"Yes, a minor reason",21,"Yes, a major reason",1638301373.5831668,55891224,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1168,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1642298628.288694,45916508,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1169,Not at all a reason,default,"Yes, a major reason",26,"Yes, a major reason",1638632956.6211927,59804204,NA,"Yes, a minor reason","Yes, a major reason",Holy basil and curcurmin longvidia,Male,"Yes, a minor reason"
1170,NA,default,"Yes, a major reason",23,"Yes, a minor reason",1637847931.455359,29470037,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1171,NA,default,Not at all a reason,13,Not at all a reason,1637599606.2858958,51290853,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1172,Not at all a reason,default,"Yes, a major reason",29,"Yes, a minor reason",1642314071.2760558,24509272,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1173,Not at all a reason,default,"Yes, a minor reason",33,"Yes, a major reason",1642345254.772587,22107037,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1174,Not at all a reason,default,"Yes, a major reason",0,"Yes, a major reason",1638282577.653431,1968221,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1175,"Yes, a minor reason",default,"Yes, a major reason",35,Not at all a reason,1642457488.104009,39464239,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1176,"Yes, a major reason",default,"Yes, a minor reason",30,Not at all a reason,1638372525.9657242,19785415,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
1177,NA,default,"Yes, a minor reason",21,Not at all a reason,1638248491.944563,89772483,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,Not at all a reason
1178,"Yes, a major reason",default,"Yes, a minor reason",26,"Yes, a minor reason",1642310678.40372,24717772,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1179,Not at all a reason,default,Not at all a reason,21,"Yes, a minor reason",1642303302.507146,88765197,Guanfacine prescribed for tourettes syndrome,"Yes, a major reason","Yes, a major reason",NA,Other,Not at all a reason
1180,"Yes, a minor reason",default,"Yes, a major reason",28,Not at all a reason,1638303737.5133102,18988744,NA,Not at all a reason,"Yes, a minor reason",NA,Male,"Yes, a minor reason"
1181,Not at all a reason,default,Not at all a reason,31,"Yes, a minor reason",1642410742.5697677,68309222,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1182,Not at all a reason,default,Not at all a reason,32,"Yes, a minor reason",1642344918.8347588,56847936,Curiosity,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1183,Not at all a reason,default,Not at all a reason,32,"Yes, a major reason",1642303748.9655962,41308553,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1184,Not at all a reason,default,Not at all a reason,0,"Yes, a minor reason",1642314733.589009,55202149,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1185,Not at all a reason,default,Not at all a reason,22,"Yes, a minor reason",1638287030.5416331,8984005,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1186,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642503108.6875143,16421609,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1187,NA,default,"Yes, a major reason",25,"Yes, a major reason",1638261900.3934586,3779774,NA,"Yes, a major reason","Yes, a major reason",Amisulpride,Male,"Yes, a major reason"
1188,NA,default,"Yes, a minor reason",26,"Yes, a major reason",1638250603.045136,387574,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1189,Not at all a reason,default,"Yes, a minor reason",16,"Yes, a major reason",1638320236.4574304,84471340,Avoid brain deterioration,"Yes, a minor reason","Yes, a minor reason",Having a routine,Male,"Yes, a major reason"
1190,Not at all a reason,default,"Yes, a minor reason",23,"Yes, a minor reason",1642387039.3887708,21929645,NA,"Yes, a major reason","Yes, a minor reason",Sauna,Male,"Yes, a major reason"
1191,NA,default,Not at all a reason,0,Not at all a reason,1638236289.2884896,30582445,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1192,Not at all a reason,default,Not at all a reason,35,"Yes, a major reason",1642309272.8543766,52806272,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1193,Not at all a reason,default,"Yes, a major reason",24,Not at all a reason,1642304037.864566,94329562,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1194,"Yes, a minor reason",default,"Yes, a major reason",36,"Yes, a major reason",1638647489.9713306,75255715,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1195,Not at all a reason,default,Not at all a reason,23,Not at all a reason,1642301837.3143802,31201051,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,Not at all a reason
1196,NA,default,"Yes, a major reason",32,"Yes, a major reason",1638252300.495595,85912373,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
1197,Not at all a reason,default,"Yes, a minor reason",27,"Yes, a minor reason",1642290735.214887,71192750,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1198,Not at all a reason,default,"Yes, a major reason",21,"Yes, a major reason",1638275550.836058,19771473,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1199,Not at all a reason,default,Not at all a reason,38,Not at all a reason,1642291766.8019814,90091210,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1200,NA,default,"Yes, a major reason",24,"Yes, a major reason",1638251092.466885,89156123,NA,"Yes, a major reason","Yes, a major reason",DLPA,Female,"Yes, a major reason"
1201,Not at all a reason,default,"Yes, a major reason",34,"Yes, a major reason",1642291008.4724023,23934619,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1202,Not at all a reason,default,Not at all a reason,29,"Yes, a major reason",1642303667.8476503,2115489,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1203,Not at all a reason,default,"Yes, a minor reason",21,"Yes, a minor reason",1642379103.167772,7644423,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1204,"Yes, a minor reason",default,Not at all a reason,25,"Yes, a major reason",1638280352.7392204,69455736,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1205,Not at all a reason,default,Not at all a reason,23,"Yes, a major reason",1642303837.5855172,69164951,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1206,"Yes, a major reason",default,"Yes, a minor reason",61,"Yes, a minor reason",1638284640.4545562,95261602,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1207,NA,default,"Yes, a minor reason",30,"Yes, a major reason",1638236065.7892728,57671295,NA,"Yes, a major reason","Yes, a major reason",Armodafinil,Male,"Yes, a major reason"
1208,NA,default,Not at all a reason,22,"Yes, a major reason",1638263643.1470077,98785997,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
1209,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a major reason",1639005069.879751,91376773,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1210,Not at all a reason,default,Not at all a reason,39,"Yes, a minor reason",1638590128.098451,71786352,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1211,Not at all a reason,default,Not at all a reason,32,Not at all a reason,1642343679.1304924,58095062,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1212,NA,default,"Yes, a major reason",22,"Yes, a minor reason",1638228417.6988666,33198726,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1213,NA,default,Not at all a reason,21,"Yes, a major reason",1638228668.473352,91881401,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1214,NA,default,"Yes, a major reason",0,"Yes, a minor reason",1638252174.2419093,52415663,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a minor reason"
1215,Not at all a reason,default,"Yes, a minor reason",30,Not at all a reason,1642332731.9433546,60167511,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1216,Not at all a reason,default,Not at all a reason,25,"Yes, a minor reason",1642298980.7247093,77287425,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1217,Not at all a reason,default,Not at all a reason,30,"Yes, a minor reason",1642302252.5181413,13398375,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1218,Not at all a reason,default,Not at all a reason,23,"Yes, a major reason",1642360100.489483,19046316,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
1219,Not at all a reason,default,"Yes, a minor reason",40,"Yes, a major reason",1642308974.543732,22579514,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1220,Not at all a reason,default,Not at all a reason,34,"Yes, a major reason",1642382542.8193722,42310627,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1221,NA,default,"Yes, a minor reason",30,"Yes, a major reason",1638228044.5466852,33212958,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1222,NA,default,"Yes, a minor reason",32,"Yes, a major reason",1638261900.3924825,47535441,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1223,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642350643.7493286,71725872,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1224,NA,default,"Yes, a major reason",41,"Yes, a major reason",1638258428.4152012,35473179,NA,"Yes, a major reason","Yes, a major reason",Chamomile tea,Male,"Yes, a minor reason"
1225,NA,default,"Yes, a major reason",28,"Yes, a minor reason",1638246014.3418949,32733745,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1226,NA,default,Not at all a reason,58,"Yes, a major reason",1638239125.305039,76708859,NA,"Yes, a major reason","Yes, a major reason",Qualia,Female,"Yes, a major reason"
1227,Not at all a reason,default,"Yes, a minor reason",21,Not at all a reason,1638426118.8578951,14246747,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1228,NA,default,Not at all a reason,16,"Yes, a major reason",1638223587.695253,31246392,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1229,NA,default,Not at all a reason,0,Not at all a reason,1637599966.3651826,51290853,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
1230,Not at all a reason,default,"Yes, a minor reason",34,"Yes, a major reason",1642342050.8063335,23140354,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1231,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a major reason",1638392191.9701097,24313466,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
1232,Not at all a reason,default,Not at all a reason,26,Not at all a reason,1642326116.9879498,32356047,NA,"Yes, a minor reason",Not at all a reason,NA,Male,Not at all a reason
1233,Not at all a reason,default,"Yes, a major reason",28,Not at all a reason,1642303114.5144086,46000442,NA,Not at all a reason,Not at all a reason,NA,Female,Not at all a reason
1234,NA,default,"Yes, a major reason",27,"Yes, a minor reason",1638262304.4088032,63909883,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1235,Not at all a reason,default,"Yes, a major reason",19,"Yes, a major reason",1638659158.074039,42855000,NA,"Yes, a minor reason","Yes, a minor reason",NA,-,"Yes, a major reason"
1236,Not at all a reason,default,"Yes, a major reason",25,Not at all a reason,1642303162.0644124,52040808,NA,"Yes, a minor reason",Not at all a reason,NA,Male,Not at all a reason
1237,Not at all a reason,default,"Yes, a major reason",27,"Yes, a major reason",1642306619.0778213,12795798,NA,"Yes, a minor reason","Yes, a minor reason",Time in nature!,Male,"Yes, a minor reason"
1238,"Yes, a minor reason",default,"Yes, a major reason",28,"Yes, a minor reason",1642311058.0347786,42485022,NA,"Yes, a major reason","Yes, a major reason",NA,Other,"Yes, a major reason"
1239,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a minor reason",1638286284.505034,42172131,NA,"Yes, a minor reason","Yes, a major reason",NA,-,"Yes, a major reason"
1240,Not at all a reason,default,Not at all a reason,25,"Yes, a minor reason",1642310963.4845152,94917049,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
1241,"Yes, a major reason",default,"Yes, a major reason",46,"Yes, a major reason",1638306358.9677894,66401271,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1242,NA,default,"Yes, a minor reason",23,"Yes, a minor reason",1637850366.8393476,29470037,NA,"Yes, a minor reason","Yes, a minor reason",Test,Male,"Yes, a minor reason"
1243,Not at all a reason,default,"Yes, a major reason",31,Not at all a reason,1638735875.5418646,71154481,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
1244,Not at all a reason,default,"Yes, a major reason",42,Not at all a reason,1642321534.1835637,71864733,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1245,Not at all a reason,default,"Yes, a minor reason",18,"Yes, a major reason",1638897114.953692,44923015,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1246,Not at all a reason,default,Not at all a reason,35,Not at all a reason,1642310247.5942402,361466,NA,"Yes, a major reason","Yes, a major reason",NA,Male,Not at all a reason
1247,NA,default,"Yes, a minor reason",35,Not at all a reason,1638240696.5109992,42960590,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1248,NA,default,Not at all a reason,33,"Yes, a major reason",1638261558.3960602,83390200,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
1249,NA,default,"Yes, a minor reason",24,"Yes, a major reason",1638255201.0966198,91820365,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1250,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1639504123.8521893,5703605,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1251,NA,default,"Yes, a major reason",24,"Yes, a major reason",1638269034.24434,40879001,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
1252,NA,default,Not at all a reason,24,"Yes, a minor reason",1638246142.8919327,18991237,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
1253,Not at all a reason,default,Not at all a reason,44,"Yes, a minor reason",1642332373.3488915,97540491,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
1254,Not at all a reason,default,"Yes, a minor reason",27,"Yes, a major reason",1642290284.825009,37902973,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
1255,Not at all a reason,default,"Yes, a major reason",30,Not at all a reason,1639039285.278795,62953832,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
