,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus,for_anxiety,for_focus,for_mood,for_cognition,for_motivation
1266,"Yes, a major reason",default,"Yes, a major reason",0.0,"Yes, a minor reason",1638362594.6810486,58615431,,"Yes, a minor reason","Yes, a major reason",,-,"Yes, a minor reason",,,,,
1267,Not at all a reason,default,Not at all a reason,37.0,"Yes, a major reason",1642313922.9968069,29786645,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1268,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a major reason",1638550260.1033437,24218628,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1269,Not at all a reason,default,"Yes, a minor reason",23.0,Not at all a reason,1638283497.9238997,35024270,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1270,"Yes, a minor reason",default,"Yes, a minor reason",0.0,"Yes, a major reason",1642290626.3387651,45812861,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1271,"Yes, a minor reason",default,"Yes, a major reason",29.0,Not at all a reason,1638589364.205819,7764150,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1272,"Yes, a minor reason",default,"Yes, a minor reason",27.0,Not at all a reason,1642479881.0195494,68491572,,"Yes, a major reason","Yes, a minor reason","lisdexamfetamine (Vyvanse, metabolizes into dextroamphetamine as active molecule, but is released more slowly. I included this under dextroamphetamine, but figured it couldn't hurt to make the distinction here)",Male,"Yes, a major reason",,,,,
1273,,default,Not at all a reason,25.0,"Yes, a major reason",1638244894.7909188,57680609,,"Yes, a major reason","Yes, a minor reason",Lisdexamphetamine,Male,"Yes, a major reason",,,,,
1274,Not at all a reason,default,Not at all a reason,24.0,"Yes, a minor reason",1642440405.1026099,67412280,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1275,,default,Not at all a reason,40.0,"Yes, a major reason",1638251164.676792,63944675,,"Yes, a major reason","Yes, a minor reason",Fish oil,Female,"Yes, a major reason",,,,,
1276,Not at all a reason,default,"Yes, a major reason",25.0,Not at all a reason,1638273542.8225257,97585331,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a minor reason",,,,,
1277,,default,"Yes, a minor reason",0.0,"Yes, a minor reason",1638250495.5397801,37538967,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a minor reason",,,,,
1278,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a minor reason",1638286192.4492316,11520967,,"Yes, a major reason","Yes, a major reason","Ashwaganda, LSD",Male,"Yes, a major reason",,,,,
1279,Not at all a reason,default,"Yes, a minor reason",27.0,"Yes, a major reason",1642331112.3107522,96806050,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1280,,default,"Yes, a major reason",35.0,"Yes, a major reason",1638228993.059881,17381011,,"Yes, a major reason","Yes, a minor reason",,Other,"Yes, a minor reason",,,,,
1281,Not at all a reason,default,"Yes, a minor reason",40.0,Not at all a reason,1638302094.3367436,81574938,Sleep,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1282,Not at all a reason,default,"Yes, a minor reason",29.0,Not at all a reason,1642366219.3840084,27395235,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1283,,default,Not at all a reason,0.0,Not at all a reason,1638250510.322326,99701543,,Not at all a reason,"Yes, a minor reason",,-,Not at all a reason,,,,,
1284,,default,"Yes, a minor reason",50.0,Not at all a reason,1638270940.520015,26271639,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1285,"Yes, a minor reason",default,"Yes, a major reason",27.0,"Yes, a minor reason",1638293688.9601223,63806260,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1286,"Yes, a minor reason",default,"Yes, a major reason",25.0,Not at all a reason,1642305752.0450687,94944646,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1287,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642314096.3223956,10318375,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1288,,default,"Yes, a minor reason",25.0,"Yes, a major reason",1638226244.2951567,72249895,,"Yes, a major reason","Yes, a major reason",Alcar or creatine,Male,"Yes, a major reason",,,,,
1289,,default,"Yes, a major reason",21.0,"Yes, a minor reason",1638252077.4810483,51959239,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1290,Not at all a reason,default,Not at all a reason,32.0,"Yes, a major reason",1642308044.4370537,88111956,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1291,,default,"Yes, a minor reason",29.0,"Yes, a minor reason",1638260401.1409342,72998745,,"Yes, a major reason","Yes, a major reason",,Male,Not at all a reason,,,,,
1292,Not at all a reason,default,"Yes, a minor reason",27.0,"Yes, a minor reason",1642302513.1580257,29532055,Cognitive performance.,"Yes, a minor reason",Not at all a reason,Caffeine.,Male,"Yes, a minor reason",,,,,
1293,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a minor reason",1642305310.087753,50284395,,"Yes, a minor reason","Yes, a minor reason",,-,"Yes, a minor reason",,,,,
1294,Not at all a reason,default,Not at all a reason,23.0,"Yes, a minor reason",1642294600.2435465,39260651,to help with anhedonia,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1295,"Yes, a minor reason",default,"Yes, a minor reason",19.0,"Yes, a minor reason",1638402541.5507293,27332719,Being able to hyperfocus/concentrate on necessary things that I don't feel like doing. Improving the desire/interest for social interaction. Fixing light anhedonia.,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1296,Not at all a reason,default,"Yes, a major reason",23.0,"Yes, a major reason",1642325856.52542,99000717,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1297,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642285517.4725783,16421609,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1298,Not at all a reason,default,Not at all a reason,30.0,"Yes, a minor reason",1638659991.866959,534210,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1299,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a minor reason",1642370858.6890175,60309521,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1300,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638298275.8898394,60371016,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1301,Not at all a reason,default,"Yes, a major reason",34.0,Not at all a reason,1642298089.708095,80304289,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1302,,default,,12.0,,1637687923.2855563,29470037,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1303,Not at all a reason,default,Not at all a reason,32.0,"Yes, a minor reason",1642299909.6317258,89235593,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1304,"Yes, a minor reason",default,"Yes, a minor reason",38.0,"Yes, a minor reason",1638474128.2789004,77892117,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1305,,default,"Yes, a major reason",49.0,Not at all a reason,1638267519.3790324,8593169,,Not at all a reason,"Yes, a major reason",,Male,Not at all a reason,,,,,
1306,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a minor reason",1638286335.0830824,94936086,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1307,,default,"Yes, a minor reason",28.0,"Yes, a major reason",1638242907.0636785,96642686,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1308,,default,"Yes, a minor reason",40.0,"Yes, a minor reason",1638225002.8662195,77548174,,Not at all a reason,"Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1309,,default,"Yes, a minor reason",26.0,"Yes, a major reason",1638225142.9138103,52294255,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1310,Not at all a reason,default,Not at all a reason,24.0,Not at all a reason,1642309763.2677565,23689511,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1311,Not at all a reason,default,"Yes, a minor reason",31.0,"Yes, a minor reason",1638281987.0031002,7177217,,Not at all a reason,"Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1312,,default,"Yes, a major reason",22.0,"Yes, a minor reason",1638267719.9193063,13318025,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1313,,default,"Yes, a major reason",52.0,"Yes, a minor reason",1638224781.1569142,33524962,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1314,"Yes, a minor reason",default,"Yes, a major reason",28.0,"Yes, a major reason",1638322593.5275588,79363338,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1315,"Yes, a major reason",default,"Yes, a minor reason",24.0,"Yes, a major reason",1638291282.2884023,58671660,,Not at all a reason,Not at all a reason,,Female,"Yes, a minor reason",,,,,
1316,"Yes, a major reason",default,"Yes, a major reason",26.0,Not at all a reason,1642303188.910146,43603163,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
1317,Not at all a reason,default,"Yes, a major reason",24.0,Not at all a reason,1638293665.8673258,52885842,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1318,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1641830672.0125532,45706326,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1319,,default,,68.0,,1637600534.292712,75990144,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1320,,default,"Yes, a major reason",38.0,"Yes, a major reason",1638250381.1412046,14957470,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1321,Not at all a reason,default,"Yes, a major reason",27.0,"Yes, a minor reason",1642349797.2103875,1881329,"metabolism, hormones","Yes, a minor reason","Yes, a major reason",dha&epa,Female,"Yes, a minor reason",,,,,
1322,Not at all a reason,default,"Yes, a major reason",21.0,"Yes, a minor reason",1640020019.031833,84583238,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
1323,"Yes, a minor reason",default,Not at all a reason,34.0,"Yes, a minor reason",1642337889.7908747,8472647,,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
1324,Not at all a reason,default,"Yes, a major reason",37.0,Not at all a reason,1642321036.1888633,35647448,,"Yes, a major reason","Yes, a major reason",thc/weed,Male,"Yes, a major reason",,,,,
1325,Not at all a reason,default,Not at all a reason,20.0,Not at all a reason,1638745244.563431,20989823,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1326,"Yes, a minor reason",default,"Yes, a major reason",36.0,"Yes, a minor reason",1642449816.5747352,94177857,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1327,"Yes, a minor reason",default,Not at all a reason,0.0,Not at all a reason,1642293051.3371427,16421609,,"Yes, a major reason",Not at all a reason,,-,Not at all a reason,,,,,
1328,Not at all a reason,default,Not at all a reason,20.0,"Yes, a minor reason",1642407599.672453,51721885,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1329,Not at all a reason,default,"Yes, a minor reason",0.0,Not at all a reason,1642318011.3828669,46582401,,"Yes, a minor reason","Yes, a minor reason",,-,"Yes, a minor reason",,,,,
1330,Not at all a reason,default,Not at all a reason,31.0,Not at all a reason,1642350936.7063813,38854063,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1331,,default,Not at all a reason,0.0,Not at all a reason,1637919385.7125688,52357284,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1332,Not at all a reason,default,Not at all a reason,38.0,"Yes, a minor reason",1638808977.2009454,22088665,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
1333,Not at all a reason,default,Not at all a reason,30.0,"Yes, a minor reason",1642347210.0460713,85076587,,"Yes, a minor reason",Not at all a reason,,Male,Not at all a reason,,,,,
1334,Not at all a reason,default,"Yes, a major reason",33.0,"Yes, a minor reason",1638309151.1202521,21733294,"reduce brain fog, reduce dizziness ","Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1335,"Yes, a major reason",default,"Yes, a major reason",26.0,"Yes, a major reason",1638274585.925931,99575271,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1336,Not at all a reason,default,"Yes, a major reason",21.0,"Yes, a minor reason",1638410644.772079,71006768,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1337,,default,"Yes, a major reason",36.0,"Yes, a major reason",1638226707.871098,29543447,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1338,,default,"Yes, a minor reason",26.0,"Yes, a minor reason",1638223911.283915,93864346,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1339,,default,"Yes, a minor reason",27.0,"Yes, a major reason",1638260074.53021,64423272,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1340,,default,Not at all a reason,49.0,"Yes, a major reason",1638228373.1057014,80057388,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
1341,Not at all a reason,default,"Yes, a minor reason",22.0,"Yes, a major reason",1638383972.9199452,70753373,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
1342,Not at all a reason,default,"Yes, a minor reason",23.0,"Yes, a major reason",1642445851.3768938,88326040,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
1343,"Yes, a major reason",default,"Yes, a minor reason",23.0,"Yes, a minor reason",1638339156.0288494,4410310,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
1344,"Yes, a minor reason",default,"Yes, a major reason",25.0,"Yes, a major reason",1640461906.435574,67792871,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1345,Not at all a reason,default,Not at all a reason,25.0,Not at all a reason,1640275390.350546,75817706,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
1346,,default,,96.0,,1637600411.8234737,75990144,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
1347,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638876423.484797,16421609,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
1348,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1642078945.944582,61841720,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
1349,Not at all a reason,default,Not at all a reason,29.0,Not at all a reason,1642311242.618495,53624382,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
1350,,default,"Yes, a minor reason",23.0,"Yes, a major reason",1638244742.9217083,48563786,,"Yes, a minor reason","Yes, a minor reason",DMAA,Male,"Yes, a major reason",,,,,
1351,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1642290538.216344,95877008,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a minor reason",,,,,
1352,,default,"Yes, a minor reason",34.0,"Yes, a major reason",1638269447.7943628,760024,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
